1,834,1960,0.26,39.43,17.86
2,643,1973,0.14,49.34,10.75
3,817,939,0.64,30.19,18.57
4,693,1963,0.18,41.79,11.11
5,656,1960,0.16,46.76,16.92
6,647,855,0.54,26.07,9.94
7,546,1962,0.1,36.95,8.37
8,726,1960,0.22,47.11,7.4
9,269,174,0.86,7.58,8.35
10,194,132,0.64,10.1,7.16
11,112,121,0.05,8.47,6.72
12,295,52,3.87,7.95,6.99
13,1410,1153,1.02,25.91,6.88
14,194,168,0.45,11.52,6.79
15,236,126,1.02,10.13,6.81
16,807,1044,0.54,29.04,6.48
17,1125,1392,0.6,38.37,6.69
18,284,185,0.85,12.3,9.13
19,1093,1689,0.43,52.1,7.7
20,276,85,1.95,8.72,9.46
21,658,353,1.48,13.87,13.57
22,894,2010,0.25,37.13,11.93
23,663,314,1.71,15.72,7.63
24,692,407,1.38,16.58,13.25
25,210,104,1.04,7.74,16.72
26,296,93,2.09,8.98,19.98
27,1209,2000,0.45,41.51,14.89
28,816,412,1.66,15.47,11.47
29,677,516,1.03,19.38,71.19
30,896,539,1.33,17.08,7.18
31,650,339,1.6,15.55,7.62
32,210,90,1.23,8.46,6.73
33,282,61,3.05,8.16,6.82
34,110,139,-0.02,11.06,11.76
35,1101,689,1.32,20.41,6.53
36,820,880,0.67,30.27,6.79
37,1399,1469,0.77,40.98,7.49
38,245,82,1.8,8.83,7.86
39,664,192,2.91,10.35,8.55
40,859,664,1.02,16.84,10.26
41,272,54,3.27,7.61,14.46
42,835,673,0.99,22.12,17.57
43,639,392,1.29,11.24,9.43
44,1135,1630,0.49,44.73,9.43
45,229,78,1.68,8.53,7.23
46,248,102,1.47,7.45,6.51
47,2742,994,-0.12,28.02,7.29
48,251,135,1.04,8.85,5.93
49,673,372,1.44,9.74,8.1
50,1124,497,1.97,17.3,10.86
51,1406,775,1.57,25.62,20.2
52,237,89,1.54,8.95,11.41
53,305,68,3.04,8.33,7.93
54,839,629,1.06,23.77,6.79
55,838,490,1.43,21.28,5.97
56,1126,687,1.37,22.77,7.46
57,297,43,4.64,8.54,7.7
58,1140,957,0.98,26.6,41.69
59,289,41,4.65,7.56,98.69
60,1501,336,4.1,14.35,7.39
61,274,52,3.47,7.76,5.83
62,1130,313,3.23,9.32,5.9
63,196,112,0.83,7.95,5.9
64,1137,381,2.62,13.69,4.99
65,288,46,4.23,7.09,8.29
66,275,62,2.92,8.28,5.87
67,858,457,1.59,15.8,16.47
68,898,755,0.91,25.68,6.39
69,308,49,4.21,7.35,5.22
70,690,266,2.17,14.03,5.49
71,1442,566,2.26,22.54,4.76
72,292,134,1.34,7.87,3.87
73,227,114,1.14,8.68,4.41
74,675,122,4.77,9.95,3.85
75,676,226,2.51,12.26,3.66
76,297,52,3.96,7.89,3.57
77,262,92,1.73,7.55,3.82
78,305,97,2.1,9.35,4.73
79,1124,192,5.31,9.5,3.38
80,1131,326,3.08,12.4,3.89
81,308,37,5.66,7.05,3.41
82,296,41,4.98,7.53,4.78
83,896,463,1.57,18.02,3.25
84,677,178,3.19,11.5,3.7
85,715,215,2.78,11.23,3.13
86,1133,240,4.28,11.77,3.09
87,253,121,1.31,10.29,3.36
88,695,91,6.61,8.49,3.16
89,280,52,3.62,7.03,3.11
90,289,42,4.68,7.18,3.03
91,697,97,6.25,8.84,3.22
92,311,31,6.87,7.08,2.98
93,683,184,3.12,11.34,2.97
94,1164,424,2.42,12.46,3
95,1128,448,2.17,18.67,2.76
96,1421,419,3.07,16.32,3.03
97,719,263,2.3,14.08,2.89
98,1216,357,3.09,16.29,2.83
99,702,156,3.9,11.13,2.82
100,708,186,3.22,10.44,2.89
101,688,115,5.15,10.71,2.75
102,690,103,5.75,9.79,2.7
103,883,285,2.68,15.08,2.76
104,813,318,2.16,14.71,2.62
105,870,209,3.65,12.56,2.58
106,1415,373,3.41,13.75,2.52
107,298,60,3.37,7.96,2.55
108,292,36,5.49,6.93,2.54
109,310,56,3.86,7.72,2.5
110,684,126,4.69,9.6,2.5
111,293,42,4.71,7.56,2.33
112,2705,437,-0.22,19.63,2.44
113,1131,309,3.19,16.41,2.45
114,308,33,6.55,6.67,2.47
115,312,35,6.29,6.86,2.32
116,1237,224,5.05,13.01,2.27
117,1398,463,2.69,15.34,2.35
118,694,125,4.74,10,2.27
119,1124,285,3.54,12.26,2.28
120,1512,208,6.8,12.06,2.14
121,296,51,3.82,8.51,2.19
122,304,55,3.83,8.89,2.13
123,277,52,3.46,7.84,2.15
124,296,44,4.67,9.33,2.08
125,663,110,5.13,10.07,2.2
126,1928,557,3.16,21.04,2.1
127,680,122,4.67,10.19,2.01
